cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  1.683535337E+00  5.000000000E-01  2.869247874E-05 -2.865783063E-05 -1.409608785E-06  5.534099046E-08  5.164346695E-01  1.683538795E+00 
         2  1.650605917E+00  5.000000000E-01  8.008327859E-05 -7.944978279E-05 -1.005304057E-05  5.654494117E-08  5.159744024E-01  1.650612950E+00 
         3  1.617676973E+00  5.000000000E-01  1.244212035E-04 -1.222823776E-04 -2.297076207E-05  5.909952350E-08  5.155116320E-01  1.617686987E+00 
         4  1.584595203E+00  5.000000000E-01  1.609556348E-04 -1.558664371E-04 -4.015431477E-05  6.018157706E-08  5.152158737E-01  1.584644914E+00 
         5  1.551356554E+00  5.000000000E-01  1.888283296E-04 -1.794549607E-04 -5.875419811E-05  6.003562447E-08  5.151132941E-01  1.551453590E+00 
         6  1.518118858E+00  5.000000000E-01  2.077992249E-04 -1.928987040E-04 -7.726970944E-05  5.843119766E-08  5.149796009E-01  1.518251061E+00 
         7  1.484913111E+00  5.000000000E-01  2.184866753E-04 -1.971956808E-04 -9.407600737E-05  5.559315142E-08  5.149681568E-01  1.485065341E+00 
         8  1.451736450E+00  5.000000000E-01  2.222245676E-04 -1.939214708E-04 -1.085275217E-04  5.176161011E-08  5.149727464E-01  1.451874971E+00 
         9  1.418559790E+00  5.000000000E-01  2.202772012E-04 -1.846123778E-04 -1.201678751E-04  4.697396250E-08  5.149926543E-01  1.418671608E+00 
        10  1.385360956E+00  5.000000000E-01  2.139832650E-04 -1.708411874E-04 -1.288492349E-04  4.182550484E-08  5.151963234E-01  1.385450125E+00 
        11  1.352143526E+00  5.000000000E-01  2.049010218E-04 -1.542339596E-04 -1.348937076E-04  3.640540669E-08  5.155725479E-01  1.352227926E+00 
        12  1.318788767E+00  5.000000000E-01  1.941894152E-04 -1.358977024E-04 -1.387131633E-04  3.099712842E-08  5.158823729E-01  1.318914890E+00 
        13  1.285361171E+00  5.000000000E-01  1.829656394E-04 -1.168426534E-04 -1.407985110E-04  2.580734737E-08  5.160759091E-01  1.285499334E+00 
        14  1.251861095E+00  5.000000000E-01  1.722038578E-04 -9.783395217E-05 -1.417133899E-04  2.098748553E-08  5.159804225E-01  1.251921296E+00 
        15  1.218223214E+00  5.000000000E-01  1.624354918E-04 -7.940306386E-05 -1.417054737E-04  1.657320681E-08  5.158626437E-01  1.218268752E+00 
        16  1.184628963E+00  5.000000000E-01  1.542613172E-04 -6.195010064E-05 -1.412754063E-04  1.265556193E-08  5.155519843E-01  1.184697866E+00 
        17  1.151077986E+00  5.000000000E-01  1.477818150E-04 -4.560895832E-05 -1.405677322E-04  9.236797105E-09  5.150547624E-01  1.151150346E+00 
        18  1.117528081E+00  5.000000000E-01  1.430311677E-04 -3.048327744E-05 -1.397450687E-04  6.281723142E-09  5.145488381E-01  1.117615700E+00 
        19  1.083938479E+00  5.000000000E-01  1.396027656E-04 -1.653917934E-05 -1.386195800E-04  3.727073317E-09  5.144242048E-01  1.084059834E+00 
        20  1.050302267E+00  5.000000000E-01  1.373393752E-04 -3.796046485E-06 -1.372869010E-04  1.537529548E-09  5.147255063E-01  1.050451159E+00 
        21  1.016664386E+00  5.000000000E-01  1.362384210E-04  7.758567335E-06 -1.360173192E-04 -2.760481010E-10  5.150056481E-01  1.016846657E+00 
        22  9.831016064E-01  5.000000000E-01  1.360856550E-04  1.817924749E-05 -1.348659280E-04 -1.772402003E-09  5.152462125E-01  9.832767844E-01 
        23  9.496138096E-01  5.000000000E-01  1.366733195E-04  2.753166154E-05 -1.338715956E-04 -2.980840907E-09  5.153628588E-01  9.497742057E-01 
        24  9.161263704E-01  5.000000000E-01  1.376919827E-04  3.592713620E-05 -1.329222432E-04 -3.973396279E-09  5.154989362E-01  9.162519574E-01 
        25  8.826777935E-01  5.000000000E-01  1.390528632E-04  4.341413660E-05 -1.321018935E-04 -4.763018424E-09  5.154967308E-01  8.827989101E-01 
        26  8.492696285E-01  5.000000000E-01  1.405580260E-04  5.010769019E-05 -1.313231769E-04 -5.395736746E-09  5.153787136E-01  8.493911028E-01 
        27  8.158615828E-01  5.000000000E-01  1.420489862E-04  5.610104563E-05 -1.305012847E-04 -5.917800028E-09  5.152558684E-01  8.159939051E-01 
        28  7.824208736E-01  5.000000000E-01  1.434105652E-04  6.148737157E-05 -1.295603870E-04 -6.352939064E-09  5.151531696E-01  7.825903296E-01 
        29  7.489429712E-01  5.000000000E-01  1.445639355E-04  6.635669706E-05 -1.284348837E-04 -6.731423863E-09  5.151292086E-01  7.491407990E-01 
        30  7.154653072E-01  5.000000000E-01  1.455025485E-04  7.078208000E-05 -1.271254878E-04 -7.055091622E-09  5.150805712E-01  7.156992555E-01 
        31  6.820318699E-01  5.000000000E-01  1.461265201E-04  7.485864626E-05 -1.254955860E-04 -7.356713017E-09  5.152024627E-01  6.822789311E-01 
