cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  5.000000000E-01  1.389638148E-02  6.151272203E-08 -1.436507024E-10  6.151255150E-08 -8.452346462E-11  1.389601361E-02  4.861294031E-01 
         2  5.000000000E-01  4.168914258E-02  1.652582711E-07 -9.977066950E-10  1.652552584E-07 -8.471514462E-11  4.168851301E-02  4.861658514E-01 
         3  5.000000000E-01  6.948190182E-02  2.515648418E-07 -2.341230987E-09  2.515539563E-07 -8.509221799E-11  6.948100775E-02  4.862023294E-01 
         4  5.000000000E-01  9.727466106E-02  3.225712248E-07 -4.241718976E-09  3.225433431E-07 -8.536672064E-11  9.727350622E-02  4.862387776E-01 
         5  5.000000000E-01  1.250686049E-01  3.797272541E-07 -6.533174002E-09  3.796710359E-07 -8.557296538E-11  1.250668615E-01  4.862708449E-01 
         6  5.000000000E-01  1.528637409E-01  4.240791327E-07 -9.173539262E-09  4.239799125E-07 -8.570617827E-11  1.528604180E-01  4.862980247E-01 
         7  5.000000000E-01  1.806588471E-01  4.562214713E-07 -1.210361589E-08  4.560608886E-07 -8.577274307E-11  1.806539744E-01  4.863252044E-01 
         8  5.000000000E-01  2.084539682E-01  4.763168420E-07 -1.527922144E-08  4.760717047E-07 -8.563588727E-11  2.084475458E-01  4.863523841E-01 
         9  5.000000000E-01  2.362468541E-01  4.839644134E-07 -1.865230281E-08  4.836048220E-07 -8.515484845E-11  2.362390459E-01  4.863725901E-01 
        10  5.000000000E-01  2.640375197E-01  4.785075021E-07 -2.194133586E-08  4.780042104E-07 -8.541785335E-11  2.640291750E-01  4.863861501E-01 
        11  5.000000000E-01  2.918281853E-01  4.589183789E-07 -2.579045777E-08  4.581931137E-07 -8.533041634E-11  2.918193042E-01  4.863997102E-01 
        12  5.000000000E-01  3.196188211E-01  4.237098779E-07 -2.961840728E-08  4.226733950E-07 -8.516189837E-11  3.196094334E-01  4.864132702E-01 
        13  5.000000000E-01  3.474098444E-01  3.710567285E-07 -3.366435664E-08  3.695264752E-07 -8.483104497E-11  3.473994136E-01  4.864163697E-01 
        14  5.000000000E-01  3.752011955E-01  2.986646166E-07 -3.787793901E-08  2.962529493E-07 -8.445333322E-11  3.751886487E-01  4.864084721E-01 
        15  5.000000000E-01  4.029925466E-01  2.043333609E-07 -4.229828576E-08  1.999074328E-07 -8.400882767E-11  4.029778540E-01  4.864005446E-01 
        16  5.000000000E-01  4.307839274E-01  9.018872760E-08 -4.695626643E-08  7.700074889E-08 -8.349377439E-11  4.307670593E-01  4.863926470E-01 
        17  5.000000000E-01  4.585685730E-01  9.244306653E-08 -5.191181174E-08 -7.649107658E-08 -8.289051390E-11  4.585501254E-01  4.863774180E-01 
        18  5.000000000E-01  4.863465726E-01  2.713097444E-07 -5.722856500E-08 -2.652053297E-07 -8.219141340E-11  4.863271117E-01  4.863553047E-01 
        19  5.000000000E-01  5.141245127E-01  4.984926818E-07 -6.296494348E-08 -4.945001137E-07 -8.138492658E-11  5.141040683E-01  4.863331914E-01 
